|TABLE_NAME                         |COLUMN_ID|COLUMN_NAME                           |DATA_TYPE      |DATA_LENGTH|DATA_PRECISION|DATA_SCALE|NULLABLE|DATA_DEFAULT                         |
|LOGMNRGGC_GTCS                     |52       |COLLID                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |53       |COLLINTCOL#                           |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |54       |ACDRRESCOL#                           |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTLO                     |1        |LOGMNR_UID                            |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRGGC_GTLO                     |2        |KEYOBJ#                               |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRGGC_GTLO                     |3        |LVLCNT                                |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRGGC_GTLO                     |4        |BASEOBJ#                              |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRGGC_GTLO                     |5        |BASEOBJV#                             |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRGGC_GTLO                     |6        |LVL1OBJ#                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTLO                     |7        |LVL2OBJ#                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTLO                     |8        |LVL0TYPE#                             |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRGGC_GTLO                     |9        |LVL1TYPE#                             |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTLO                     |10       |LVL2TYPE#                             |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
